OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
331,1,331,490,39.938760000000002,-75.153059999999996,0,0,200.000000000000000,330,331,326512392, , ,Beanstalk LLC,Beanstalk LLC,729 E Passyunk Ave,19147,215-278-2960, ,Kindergarten,pre K-K, ,3,Private,0.013063102271015,0.000013232930761
332,0,332,496,39.923650000000002,-75.179659999999998,0,0,200.000000000000000,331,332,,,,,,,,,,,,,,,0.013061401409940,0.000013230055335
333,1,333,499,39.972630000000002,-75.144459999999995,0,0,200.000000000000000,332,333,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",James R. Ludlow School,550 W MASTER ST,19122,215-400-7430, ,ELEMENTARYMIDDLE,K-8,283,1,District,0.013066919428397,0.000013239382879
334,1,334,502,39.947580000000002,-75.169600000000003,0,0,200.000000000000000,333,334,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.013064095390663,0.000013234609334
335,1,335,504,39.945259999999998,-75.170109999999994,0,0,200.000000000000000,334,335,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000, ,Elem/Middle,K-8, ,2,Charter,0.013063834286776,0.000013234168359
336,0,336,505,39.956710000000001,-75.198340000000002,1,0,200.000000000000000,335,336,,,,,,,,,,,,,,,0.013065124184962,0.000013236348616
337,1,337,506,39.950009999999999,-75.157060000000001,1,0,200.000000000000000,336,337,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.013064369331902,0.000013235072592
338,1,338,507,39.955060000000003,-75.210049999999995,0,0,200.000000000000000,337,338,226512762, , ,Islamic Education School,Islamic Education Sch,4431-39 WALNUT ST,19104,(215) 387-8888,O,Elem/Middle,pre K-8, ,3,Private,0.013064938376939,0.000013236034333
339,0,339,508,39.948039999999999,-75.190629999999999,1,1,200.000000000000000,338,339,,,,,,,,,,,,,,,0.013064147599393,0.000013234697655
340,0,340,509,39.894460000000002,-75.246769999999998,0,0,200.000000000000000,339,340,,,,,,,,,,,,,,,0.013058120124179,0.000013224508523
341,1,341,510,39.944940000000003,-75.148449999999997,0,0,200.000000000000000,340,341,226518902, , ,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,O,Elem/Middle,K-8, ,3,Archdiocese,0.013063798179759,0.000013234107139
342,0,342,512,39.933079999999997,-75.159340000000000,0,0,200.000000000000000,341,342,,,,,,,,,,,,,,,0.013062463093805,0.000013231850425
343,0,343,513,39.950319999999998,-75.191689999999994,0,0,200.000000000000000,342,343,,,,,,,,,,,,,,,0.013064404459324,0.000013235132009
344,1,344,514,39.930740000000000,-75.180099999999996,0,0,200.000000000000000,343,344,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",Delaplaine McDaniel School,1801 S 22ND ST,19145,215-400-8220, ,ELEMENTARYMIDDLE,K-8,377,1,District,0.013062199134980,0.000013231403946
345,0,345,515,39.961539999999999,-75.197059999999993,0,0,200.000000000000000,344,345,,,,,,,,,,,,,,,0.013065668383623,0.000013237268156
346,0,346,517,39.947560000000003,-75.159220000000005,1,0,200.000000000000000,345,346,,,,,,,,,,,,,,,0.013064092836461,0.000013234604995
347,0,347,518,39.974330000000002,-75.194800000000001,0,0,200.000000000000000,346,347,,,,,,,,,,,,,,,0.013067110921853,0.000013239706274
348,0,348,520,39.941580000000002,-75.142250000000004,1,0,200.000000000000000,347,348,,,,,,,,,,,,,,,0.013063419694026,0.000013233467164
349,0,349,521,39.956730000000000,-75.223540000000000,1,0,200.000000000000000,348,349,,,,,,,,,,,,,,,0.013065126411713,0.000013236352273
350,0,350,523,39.951239999999999,-75.198960000000000,0,0,200.000000000000000,349,350,,,,,,,,,,,,,,,0.013064507666535,0.000013235306204
351,0,351,524,39.975610000000003,-75.262810000000002,0,0,200.000000000000000,350,351,,,,,,,,,,,,,,,0.013067255249343,0.000013239950555
352,2,352,525,39.919390000000000,-75.170779999999993,0,0,200.000000000000000,351,352,126513400,7647,3336,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts: A String Theory Charter School,2600 S BROAD ST,19145,215-551-4000, ,Elem/Mid/High,K-12, ,2,Charter,0.013060922269379,0.000013229245596
353,0,353,527,39.946550000000002,-75.173069999999996,0,0,200.000000000000000,352,353,,,,,,,,,,,,,,,0.013063979372085,0.000013234413277
354,1,354,529,39.950200000000002,-75.158640000000005,1,0,200.000000000000000,353,354,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.013064390719744,0.000013235108501
355,1,355,530,39.917180000000002,-75.246309999999994,0,1,200.000000000000000,354,355,126510016,7828,3378,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,2227 ISLAND AVE,19142,215-365-4011, ,Elementary School,K-6, ,2,Charter,0.013060673577123,0.000013228825161
356,0,356,531,39.954580000000000,-75.181229999999999,1,1,200.000000000000000,355,356,,,,,,,,,,,,,,,0.013064884327003,0.000013235942979
357,0,357,532,39.957599999999999,-75.189070000000001,1,0,200.000000000000000,356,357,,,,,,,,,,,,,,,0.013065224282113,0.000013236517351
358,1,358,533,39.959890000000001,-75.175389999999993,0,0,200.000000000000000,357,358,226519494, , ,Kumon Math and Reading Philadelphia,Kumon Math and Reading Philadelphia,238 N 22nd St,19103,215-564-6284, , , , ,3,Private,0.013065482759729,0.000013236954637
359,0,359,535,39.903449999999999,-75.158429999999996,0,1,200.000000000000000,358,359,,,,,,,,,,,,,,,0.013059130394208,0.000013226216494
360,0,360,536,39.944830000000003,-75.175060000000002,0,0,200.000000000000000,359,360,,,,,,,,,,,,,,,0.013063785793722,0.000013234086153
361,0,361,537,39.949820000000003,-75.155490000000000,1,0,200.000000000000000,360,361,,,,,,,,,,,,,,,0.013064348060352,0.000013235036726
362,0,362,539,39.948749999999997,-75.179000000000002,0,0,200.000000000000000,361,362,,,,,,,,,,,,,,,0.013064227494464,0.000013234833072
363,0,363,545,39.978569999999998,-75.114769999999993,0,1,200.000000000000000,362,363,,,,,,,,,,,,,,,0.013067589351676,0.000013240514956
364,0,364,546,39.932929999999999,-75.167820000000006,0,0,200.000000000000000,363,364,,,,,,,,,,,,,,,0.013062445818592,0.000013231821156
365,0,365,547,39.953620000000001,-75.198459999999997,1,0,200.000000000000000,364,365,,,,,,,,,,,,,,,0.013064776135133,0.000013235760145
366,2,366,548,39.941220000000001,-75.175839999999994,0,0,200.000000000000000,365,366,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.013063379339340,0.000013233399153
367,1,367,549,39.942790000000002,-75.158640000000005,0,0,200.000000000000000,366,367,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.013063556110172,0.000013233697935
368,0,368,551,39.957259999999998,-75.152240000000006,1,0,200.000000000000000,367,368,,,,,,,,,,,,,,,0.013065186616890,0.000013236454048
369,1,369,552,39.936380000000000,-75.153589999999994,0,0,200.000000000000000,368,369,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.013062834307908,0.000013232477505
370,0,370,553,39.950139999999998,-75.170659999999998,1,0,200.000000000000000,369,370,,,,,,,,,,,,,,,0.013064383886987,0.000013235096919
371,0,371,555,39.923009999999998,-75.188659999999999,0,1,200.000000000000000,370,371,,,,,,,,,,,,,,,0.013061329362473,0.000013229933615
372,0,372,556,39.975180000000002,-75.188599999999994,0,0,200.000000000000000,371,372,,,,,,,,,,,,,,,0.013067207105758,0.000013239869089
373,0,373,558,39.960360000000001,-75.138890000000004,1,0,200.000000000000000,372,373,,,,,,,,,,,,,,,0.013065535683629,0.000013237044056
374,0,374,560,39.929560000000002,-75.190470000000005,0,0,200.000000000000000,373,374,,,,,,,,,,,,,,,0.013062066088423,0.000013231178854
375,0,375,561,40.036070000000002,-75.087860000000006,0,1,200.000000000000000,374,375,,,,,,,,,,,,,,,0.013074087692831,0.000013251497129
376,0,376,562,39.921199999999999,-75.193839999999994,0,1,200.000000000000000,375,376,,,,,,,,,,,,,,,0.013061125712183,0.000013229589413
377,0,377,563,39.913530000000002,-75.239630000000005,0,0,200.000000000000000,376,377,,,,,,,,,,,,,,,0.013060263887967,0.000013228132847
378,0,378,564,39.938389999999998,-75.161220000000000,0,1,200.000000000000000,377,378,,,,,,,,,,,,,,,0.013063060634263,0.000013232860552
379,1,379,565,39.993079999999999,-75.147890000000004,0,0,200.000000000000000,378,379,326510060, , ,Hope Partnership for Education,Hope Partnership for Education,2601 N 11th St,19133,215-232-5410,O,Middle/High,5-8, ,3,Private,0.013069227293123,0.000013243283224
380,1,380,566,39.941020000000002,-75.167810000000003,0,0,200.000000000000000,379,380,126513210,7580,3326,UNIVERSAL INSTITUTE,Universal Institute Charter School,801 S 15TH ST,19146,215-732-2876, ,Elem/Middle,K-8, ,2,Charter,0.013063356916584,0.000013233361300
381,0,381,567,39.951799999999999,-75.182710000000000,1,0,200.000000000000000,380,381,,,,,,,,,,,,,,,0.013064571178428,0.000013235413783
382,0,382,568,39.914839999999998,-75.155980000000000,1,0,200.000000000000000,381,382,,,,,,,,,,,,,,,0.013060410874772,0.000013228381142
383,0,383,569,39.984760000000001,-75.116669999999999,0,1,200.000000000000000,382,383,,,,,,,,,,,,,,,0.013068288075501,0.000013241696057
384,0,384,570,39.894629999999999,-75.236710000000002,0,1,200.000000000000000,383,384,,,,,,,,,,,,,,,0.013058139173888,0.000013224540549
385,1,385,571,39.952570000000001,-75.156509999999997,1,0,200.000000000000000,384,385,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.013064657753672,0.000013235560043
386,0,386,572,39.962719999999997,-75.246570000000006,0,0,200.000000000000000,385,386,,,,,,,,,,,,,,,0.013065802015913,0.000013237494110
387,1,387,573,39.958080000000002,-75.162360000000007,1,0,200.000000000000000,386,387,226515602, , ,Roman Catholic High School,Roman Catholic HS,303 N BROAD ST,19107,215-627-1270,O,High School,9-12, ,3,Archdiocese,0.013065278906233,0.000013236609987
388,1,388,574,39.916829999999997,-75.171350000000004,0,0,200.000000000000000,387,388,126513400,7647,3336,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts: A String Theory Charter School,2600 S BROAD ST,19145,215-551-4000, ,Elem/Mid/High,K-12, ,2,Charter,0.013060634288777,0.000013228758689
389,0,389,575,39.958120000000001,-75.150459999999995,0,0,200.000000000000000,388,389,,,,,,,,,,,,,,,0.013065283205019,0.000013236617294
390,0,390,576,39.962960000000002,-75.202219999999997,0,0,200.000000000000000,389,390,,,,,,,,,,,,,,,0.013065828907794,0.000013237539475
391,1,391,577,39.960450000000002,-75.241079999999997,0,0,200.000000000000000,390,391,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.013065545749940,0.000013237060847
392,0,392,582,40.027780000000000,-75.098590000000002,0,0,200.000000000000000,391,392,,,,,,,,,,,,,,,0.013073149013507,0.000013249910611
393,0,393,583,39.924050000000001,-75.143490000000000,1,1,200.000000000000000,392,393,,,,,,,,,,,,,,,0.013061446680112,0.000013230132346
394,0,394,584,39.954900000000002,-75.208770000000001,0,0,200.000000000000000,393,394,,,,,,,,,,,,,,,0.013064920365814,0.000013236003990
395,1,395,585,39.938170000000000,-75.154790000000006,0,0,200.000000000000000,394,395,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.013063035416831,0.000013232817615
396,0,396,586,40.028970000000001,-75.100399999999993,0,0,200.000000000000000,395,396,,,,,,,,,,,,,,,0.013073284125872,0.000013250139242
397,0,397,587,39.939880000000002,-75.183149999999998,0,1,200.000000000000000,396,397,,,,,,,,,,,,,,,0.013063228385194,0.000013233144088
398,1,398,588,39.951659999999997,-75.165480000000002,1,0,200.000000000000000,397,398,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064555352044,0.000013235386889
399,0,399,589,39.933439999999997,-75.191239999999993,1,0,200.000000000000000,398,399,,,,,,,,,,,,,,,0.013062503228467,0.000013231917995
400,1,400,592,39.928150000000002,-75.160210000000006,1,0,200.000000000000000,399,400,226519042, , ,St Anthony of Padua Regional Catholic School,St Anthony of Padua,913 Pierce Street,19148,(215)468-0353,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.013061907490132,0.000013230910914
401,1,401,593,39.959190000000000,-75.243369999999999,0,0,200.000000000000000,400,401,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.013065403463532,0.000013236820309
402,0,402,594,39.961260000000003,-75.234740000000002,1,0,200.000000000000000,401,402,,,,,,,,,,,,,,,0.013065637389546,0.000013237215936
403,0,403,595,40.025820000000003,-75.122129999999999,1,0,200.000000000000000,402,403,,,,,,,,,,,,,,,0.013072927034614,0.000013249535456
404,0,404,596,39.961430000000000,-75.149829999999994,0,0,200.000000000000000,403,404,,,,,,,,,,,,,,,0.013065656343118,0.000013237247756
405,1,405,597,39.937800000000003,-75.153499999999994,0,0,200.000000000000000,404,405,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.013062994037800,0.000013232747820
406,0,406,598,39.970579999999998,-75.152580000000000,0,0,200.000000000000000,405,406,,,,,,,,,,,,,,,0.013066688265758,0.000013238992146
407,0,407,599,39.921630000000000,-75.148340000000005,1,0,200.000000000000000,406,407,,,,,,,,,,,,,,,0.013061174435885,0.000013229671956
408,0,408,600,39.924129999999998,-75.245480000000001,0,0,200.000000000000000,407,408,,,,,,,,,,,,,,,0.013061455849502,0.000013230148045
409,3,409,602,39.946089999999998,-75.242059999999995,0,0,200.000000000000000,408,409,126515001,7815,1190,MOTIVATION HIGH SCHOOL,Motivation High School,5900 BALTIMORE AVE,19143,215-400-7930, ,HIGH,09-12,401,1,District,0.013063927530247,0.000013234325642
410,0,410,603,39.942509999999999,-75.163539999999998,0,0,200.000000000000000,409,410,,,,,,,,,,,,,,,0.013063524887644,0.000013233645290
411,0,411,606,39.930979999999998,-75.191770000000005,0,0,200.000000000000000,410,411,,,,,,,,,,,,,,,0.013062226397475,0.000013231450084
412,1,412,608,39.945059999999998,-75.168530000000004,0,0,200.000000000000000,411,412,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000, ,Elem/Middle,K-8, ,2,Charter,0.013063811906863,0.000013234130360
413,0,413,609,39.963110000000000,-75.179119999999998,0,0,200.000000000000000,412,413,,,,,,,,,,,,,,,0.013065845935864,0.000013237568471
414,1,414,610,39.944049999999997,-75.168750000000003,0,0,200.000000000000000,413,414,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000, ,Elem/Middle,K-8, ,2,Charter,0.013063698217285,0.000013233938048
415,0,415,612,39.947980000000001,-75.172759999999997,0,0,200.000000000000000,414,415,,,,,,,,,,,,,,,0.013064140948069,0.000013234686545
416,0,416,614,39.949629999999999,-75.160409999999999,1,0,200.000000000000000,415,416,,,,,,,,,,,,,,,0.013064326682722,0.000013235000505
417,0,417,616,39.944310000000002,-75.155079999999998,0,0,200.000000000000000,416,417,,,,,,,,,,,,,,,0.013063727118428,0.000013233986902
418,1,418,617,39.957870000000000,-75.175830000000005,0,0,200.000000000000000,417,418,226519494, , ,Kumon Math and Reading Philadelphia,Kumon Math and Reading Philadelphia,238 N 22nd St,19103,215-564-6284, , , , ,3,Private,0.013065254812820,0.000013236569164
419,0,419,618,39.946849999999998,-75.144409999999993,1,0,200.000000000000000,418,419,,,,,,,,,,,,,,,0.013064013552416,0.000013234471368
420,0,420,621,39.938850000000002,-75.174750000000003,0,1,200.000000000000000,419,420,,,,,,,,,,,,,,,0.013063112267143,0.000013232947561
421,1,421,624,39.951270000000001,-75.167180000000002,1,0,200.000000000000000,420,421,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064511384549,0.000013235312759
422,0,422,625,39.944659999999999,-75.180779999999999,0,0,200.000000000000000,421,422,,,,,,,,,,,,,,,0.013063766891137,0.000013234054240
423,0,423,627,39.934289999999997,-75.158869999999993,0,0,200.000000000000000,422,423,,,,,,,,,,,,,,,0.013062599026846,0.000013232080194
424,0,424,628,39.939120000000003,-75.191659999999999,0,1,200.000000000000000,423,424,,,,,,,,,,,,,,,0.013063142760004,0.000013232999075
425,1,425,629,39.997250000000001,-75.119330000000005,0,0,200.000000000000000,424,425,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",Lewis Elkin School,3199 D ST,19134,215-400-7140, ,ELEMENTARY,K-4,778,1,District,0.013069698108399,0.000013244079041
426,0,426,631,39.957259999999998,-75.215310000000002,0,0,200.000000000000000,425,426,,,,,,,,,,,,,,,0.013065186466252,0.000013236453756
427,0,427,632,39.952759999999998,-75.149929999999998,1,0,200.000000000000000,426,427,,,,,,,,,,,,,,,0.013064679271147,0.000013235596446
428,0,428,635,39.936489999999999,-75.148690000000002,0,0,200.000000000000000,427,428,,,,,,,,,,,,,,,0.013062846550171,0.000013232498499
429,0,429,638,39.958860000000001,-75.217050000000000,0,0,200.000000000000000,428,429,,,,,,,,,,,,,,,0.013065366432832,0.000013236757684
430,0,430,640,39.976579999999998,-75.152879999999996,0,0,200.000000000000000,429,430,,,,,,,,,,,,,,,0.013067364812260,0.000013240135478
431,0,431,641,39.932020000000001,-75.160910000000001,1,0,200.000000000000000,430,431,,,,,,,,,,,,,,,0.013062343409460,0.000013231647973
432,0,432,643,39.952530000000003,-75.170150000000007,1,0,200.000000000000000,431,432,,,,,,,,,,,,,,,0.013064653291743,0.000013235552634
433,1,433,644,39.948210000000003,-75.164510000000007,1,0,200.000000000000000,432,433,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.013064166372371,0.000013234729361
434,0,434,645,39.959919999999997,-75.222870000000000,1,0,200.000000000000000,433,434,,,,,,,,,,,,,,,0.013065485858077,0.000013236959586
435,1,435,646,39.972830000000002,-75.146079999999998,0,0,200.000000000000000,434,435,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",James R. Ludlow School,550 W MASTER ST,19122,215-400-7430, ,ELEMENTARYMIDDLE,K-8,283,1,District,0.013066941942115,0.000013239420921
436,0,436,647,39.945110000000000,-75.141930000000002,1,0,200.000000000000000,435,436,,,,,,,,,,,,,,,0.013063817566755,0.000013234139939
437,4,437,648,39.963250000000002,-75.167820000000006,0,0,200.000000000000000,436,437,226510024, , ,Spring Garden Academy,Spring Garden Acad,1801 SPRING GARDEN ST,19130,(215)563-9192,O,Pre-school,pre K-K, ,3,Private,0.013065861392662,0.000013237594547
438,1,438,651,39.951639999999998,-75.163870000000003,1,0,200.000000000000000,437,438,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.013064553212830,0.000013235383271
439,0,439,652,39.953749999999999,-75.157870000000003,1,0,200.000000000000000,438,439,,,,,,,,,,,,,,,0.013064790668406,0.000013235784836
440,1,440,653,39.961329999999997,-75.236840000000001,0,1,200.000000000000000,439,440,226510039, , ,63rd St Multicultural Academy of Academic Excellence,63rd St Multicultural Academy of Academic Excellence,5828 Market St,19131,(215) 240-6721, ,Elem/Mid/High,Pre K-12, ,3,Private,0.013065644728488,0.000013237228148
441,0,441,654,40.030600000000000,-75.187569999999994,0,0,200.000000000000000,440,441,,,,,,,,,,,,,,,0.013073467973811,0.000013250449855
442,0,442,655,40.034329999999997,-75.071370000000002,1,0,200.000000000000000,441,442,,,,,,,,,,,,,,,0.013073890532187,0.000013251163820
443,2,443,657,39.938519999999997,-75.151499999999999,0,0,200.000000000000000,442,443,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990, ,ELEMENTARYMIDDLE,K-8,573,1,District,0.013063074960679,0.000013232884433
444,0,444,659,39.925500000000000,-75.188119999999998,0,1,200.000000000000000,443,444,,,,,,,,,,,,,,,0.013061609989150,0.000013230408131
445,6,445,661,39.962409999999998,-75.161420000000007,1,0,200.000000000000000,444,445,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",Benjamin Franklin High School,550 N BROAD ST,19130,215-400-7600, ,HIGH,9-12,425,1,District,0.013065766709761,0.000013237434233
446,0,446,665,39.948729999999998,-75.172600000000003,0,0,200.000000000000000,445,446,,,,,,,,,,,,,,,0.013064225386747,0.000013234829427
447,0,447,666,39.938899999999997,-75.183359999999993,0,1,200.000000000000000,446,447,,,,,,,,,,,,,,,0.013063118199120,0.000013232957830
448,0,448,668,39.947319999999998,-75.179320000000004,0,0,200.000000000000000,447,448,,,,,,,,,,,,,,,0.013064066362782,0.000013234560373
449,0,449,671,39.913150000000002,-75.243189999999998,1,1,200.000000000000000,448,449,,,,,,,,,,,,,,,0.013060220684295,0.000013228059399
450,0,450,672,39.948169999999998,-75.221260000000001,0,0,200.000000000000000,449,450,,,,,,,,,,,,,,,0.013064162044424,0.000013234722148
451,2,451,673,39.957839999999997,-75.164180000000002,1,0,200.000000000000000,450,451,0, , ,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts Charter School,1600 Vine St,19102,(267) 428-2224, ,Middle/High,5-12, ,2,Charter,0.013065251416328,0.000013236563367
452,0,452,675,40.040450000000000,-75.065560000000005,1,0,200.000000000000000,451,452,,,,,,,,,,,,,,,0.013074583445597,0.000013252334887
453,0,453,676,39.960850000000001,-75.143400000000000,0,0,200.000000000000000,452,453,,,,,,,,,,,,,,,0.013065590779043,0.000013237137094
454,0,454,677,39.925179999999997,-75.171260000000004,1,0,200.000000000000000,453,454,,,,,,,,,,,,,,,0.013061573475098,0.000013230346267
455,1,455,678,39.984229999999997,-75.099029999999999,1,1,200.000000000000000,454,455,126515001,6823,5430,AMY 5 AT JAMES MARTIN,Alternative Middle Years at James Martin,3380 RICHMOND ST,19134,215-400-7190, ,Middle School,6-8, ,1,District,0.013068228319186,0.000013241595100
456,1,456,679,39.949849999999998,-75.205770000000001,0,0,200.000000000000000,455,456,226515832, , ,The City School at Spruce Hill,The City School at Spruce Hill,4115 Baltimore Ave,19104,(215) 382-7839,O,Elementary School,K-5, ,3,Private,0.013064351271805,0.000013235041825
457,0,457,680,39.967390000000002,-75.128919999999994,0,0,200.000000000000000,456,457,,,,,,,,,,,,,,,0.013066328642308,0.000013238384267
458,0,458,681,40.039459999999998,-75.060019999999994,0,0,200.000000000000000,457,458,,,,,,,,,,,,,,,0.013074470599093,0.000013252144005
459,1,459,682,39.947749999999999,-75.160809999999998,1,0,200.000000000000000,458,459,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.013064114985492,0.000013234642627
460,0,460,684,39.943539999999999,-75.246650000000002,0,0,200.000000000000000,459,460,,,,,,,,,,,,,,,0.013063640674821,0.000013233840977
461,2,461,685,39.959110000000003,-75.158310000000000,0,1,200.000000000000000,460,461,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.013065394807963,0.000013236805685
462,1,462,686,39.955399999999997,-75.171130000000005,1,0,200.000000000000000,461,462,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,1911 ARCH ST,19103,215-972-1700, ,Elem/Middle,K-8, ,2,Charter,0.013064976460494,0.000013236098575
463,0,463,687,39.952880000000000,-75.212180000000004,0,0,200.000000000000000,462,463,,,,,,,,,,,,,,,0.013064692444976,0.000013235618772
464,1,464,689,40.030119999999997,-75.035169999999994,0,0,200.000000000000000,463,464,226518002, , ,St Huberts Catholic High School,St Huberts Cath HS,7320 TORRESDALE AVE,19136,(215) 624-6840,O,High School,9-12, ,3,Archdiocese,0.013073414296859,0.000013250359302
465,0,465,692,39.960079999999998,-75.226889999999997,1,0,200.000000000000000,464,465,,,,,,,,,,,,,,,0.013065504200667,0.000013236990582
466,0,466,693,39.910699999999999,-75.165649999999999,0,0,200.000000000000000,465,466,,,,,,,,,,,,,,,0.013059945053083,0.000013227593453
467,2,467,696,39.940939999999998,-75.150850000000005,0,0,200.000000000000000,466,467,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990, ,ELEMENTARYMIDDLE,K-8,573,1,District,0.013063347976678,0.000013233346219
468,0,468,697,39.962499999999999,-75.173180000000002,1,0,200.000000000000000,467,468,,,,,,,,,,,,,,,0.013065777069030,0.000013237451963
469,1,469,698,39.954599999999999,-75.173010000000005,1,0,200.000000000000000,468,469,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,1911 ARCH ST,19103,215-972-1700, ,Elem/Middle,K-8, ,2,Charter,0.013064886407001,0.000013235946454
470,0,470,699,39.989800000000002,-75.103899999999996,1,1,200.000000000000000,469,470,,,,,,,,,,,,,,,0.013068856919090,0.000013242657168
471,2,471,703,39.947899999999997,-75.152670000000001,1,0,200.000000000000000,470,471,326510174, , ,"Chesterbrook Academy
",Chesterbrook Acad,510 Walnut St,19106,(215)592-8257,O,Pre-school,Preschl, ,3,Private,0.013064131622893,0.000013234670733
472,0,472,704,39.955570000000002,-75.180480000000003,1,1,200.000000000000000,471,472,,,,,,,,,,,,,,,0.013064996171310,0.000013236132174
473,0,473,708,39.938659999999999,-75.173159999999996,0,1,200.000000000000000,472,473,,,,,,,,,,,,,,,0.013063091068023,0.000013232911765
474,0,474,709,39.949390000000001,-75.174070000000000,0,0,200.000000000000000,473,474,,,,,,,,,,,,,,,0.013064299870431,0.000013234955376
475,0,475,710,39.940359999999998,-75.236609999999999,0,0,200.000000000000000,474,475,,,,,,,,,,,,,,,0.013063282391916,0.000013233235214
476,0,476,713,39.945700000000002,-75.195189999999997,1,1,200.000000000000000,475,476,,,,,,,,,,,,,,,0.013063883919888,0.000013234251902
477,0,477,714,39.960140000000003,-75.224850000000004,1,0,200.000000000000000,476,477,,,,,,,,,,,,,,,0.013065511375975,0.000013237003162
