OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,Comm,BUFF_DIST,ORIG_FID,OBJECTID_1,OBJECTID_12,BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,POINT_X,POINT_Y,SCHID,NAME,TOWN_MAIL,TOWN,STATE,ZIP,PRINCIPAL,PHONE,FAX,GRADES,TYPE,Shape_Length,Shape_Area
197,0,197,493,42.300220000000003,-71.104699999999994,0,400.000000000000000,327,,197,,,,,,,,,,,,,,,,,,,,,,,,,,0.026695448848193,0.000054859191160
198,0,198,495,42.278950000000002,-71.054180000000002,0,400.000000000000000,328,,198,,,,,,,,,,,,,,,,,,,,,,,,,,0.026690010598819,0.000054840943320
199,2,199,499,42.307519999999997,-71.076009999999997,0,400.000000000000000,331,45,199,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,771013.999993999954313,2937930.000000000000000,,,,,,,,,,,,0.026697316957916,0.000054865458739
200,1,200,501,42.300130000000003,-71.127870000000001,0,400.000000000000000,332,127,200,,,1125 Centre Street,,,,,,,,,,,,00350749,Italian Home For Children,Jamaica Plain,BOSTON,MA,02130,Jane A Zopatti,617-524-3116,617-983-5372,"1,2,3,4,5,6,7,8",SPE,0.026695426191674,0.000054859114844
201,0,201,508,42.290570000000002,-71.168189999999996,0,400.000000000000000,336,,201,,,,,,,,,,,,,,,,,,,,,,,,,,0.026692980911164,0.000054850909830
202,2,202,511,42.272219999999997,-71.067999999999998,0,400.000000000000000,338,103,202,,,2200 Dorchester Avenue,,,,,,,,,,,,8081,Pope John Paul II Academy (Lower MIlls),Dorchester,BOSTON,MA,02124,George Milot,617-265-0019,--,"PK,K,1,2,3,4,5,6,7,8",PRI,0.026688290933580,0.000054835172654
203,2,203,514,42.320000000000000,-71.088499999999996,0,400.000000000000000,340,38,203,51,Lewis Bldg,131 Walnut Avenue,Roxbury,02119,4242,4242,Higginson/Lewis (3-8),Higginson/Lewis (3-8),K-8, , ,768044.999991000047885,2942250.000000000000000,,,,,,,,,,,,0.026700512375968,0.000054876180238
204,0,204,518,42.342860000000002,-71.054289999999995,0,400.000000000000000,341,,204,,,,,,,,,,,,,,,,,,,,,,,,,,0.026706370680134,0.000054895834809
205,0,205,521,42.271340000000002,-71.082490000000007,0,400.000000000000000,343,,205,,,,,,,,,,,,,,,,,,,,,,,,,,0.026688066171361,0.000054834418133
206,3,206,523,42.340400000000002,-71.073430000000002,0,400.000000000000000,345,20,206,27,Hurley Bldg,70 Worcester Street,Boston,02118,4260,4260,Hurley K-8,Hurley K-8,K-8, , ,770330.236568999942392,2948751.748840000014752,8027,Cathedral High,Boston,BOSTON,MA,02118,Christol Murch,617-542-2325,617-542-1745,"9,10,11,12",PRI,0.026705740035690,0.000054893718911
207,0,207,526,42.279049999999998,-71.116709999999998,0,400.000000000000000,348,,207,,,,,,,,,,,,,,,,,,,,,,,,,,0.026690036068194,0.000054841028662
208,2,208,528,42.317970000000003,-71.082030000000003,0,400.000000000000000,350,41,208,55,Boston Latin Academy Bldg,205 Townsend Street,Boston,02121,1020,1020,Boston Latin Academy,Boston Latin Acad,6/7-12, , ,768542.714998999959789,2940506.938810000196099,5541,Bridge Boston Charter School,Roxbury,BOSTON,MA,02119,Jennifer Daly,857-229-1601,617-674-0861," K, 1, 2, 3, 4",CHA,0.026699992778848,0.000054874436930
209,0,209,532,42.308360000000000,-71.122569999999996,0,400.000000000000000,351,,209,,,,,,,,,,,,,,,,,,,,,,,,,,0.026697532210991,0.000054866181223
210,0,210,533,42.303390000000000,-71.078530000000001,0,400.000000000000000,352,,210,,,,,,,,,,,,,,,,,,,,,,,,,,0.026696260171286,0.000054861913148
211,2,211,535,42.353209999999997,-71.074029999999993,0,400.000000000000000,354,110,211,,,151 Commonwealth Avenue,,,,,,,,,,,,00350724,Commonwealth School,Boston,BOSTON,MA,02116,William Wharton,617-266-7525,--,"9,10,11,12",PRI,0.026709025492269,0.000054904740358
212,0,212,538,42.343710000000002,-71.051429999999996,0,400.000000000000000,356,,212,,,,,,,,,,,,,,,,,,,,,,,,,,0.026706588916355,0.000054896566996
213,0,213,540,42.300989999999999,-71.114559999999997,0,400.000000000000000,357,,213,,,,,,,,,,,,,,,,,,,,,,,,,,0.026695646251334,0.000054859853384
214,0,214,541,42.334949999999999,-71.075140000000005,0,400.000000000000000,358,,214,,,,,,,,,,,,,,,,,,,,,,,,,,0.026704342676138,0.000054889030823
215,2,215,544,42.308880000000002,-71.102450000000005,0,400.000000000000000,359,74,215,105,Fuller Bldg,25 Glen Road,Jamaica Plain,02130,1340,1340,Community Academy,Community Acad,Special, , ,763418.969363000011072,2937847.759000000078231,00350785,Neighborhood School,Jamaica Plain,BOSTON,MA,02130,Tricia Morrow,617-522-0880,--,"PK,K,1,2,3,4,5,6",PRI,0.026697665345597,0.000054866627860
216,1,216,545,42.343960000000003,-71.089910000000003,0,400.000000000000000,360,82,216,116,Health Careers Academy,110 The Fenway,Boston,02115,1440,1440,Kennedy Health Careers Academy (11-12),Kennedy HCA (11-12),HS, , ,766597.244949999963865,2949717.523140000179410,,,,,,,,,,,,0.026706652993351,0.000054896782348
217,3,217,547,42.342829999999999,-71.073759999999993,0,400.000000000000000,361,18,217,26,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1291,1291,McKinley Elementary,McKinley Elem,Special,Shared, ,771460.937914000009187,2950801.811980000231415,,,,,,,,,,,,0.026706363437686,0.000054895810573
218,3,218,558,42.313330000000001,-71.095089999999999,0,400.000000000000000,365,42,218,56,Ellis Bldg,302 Walnut Avenue,Roxbury,02119,4240,4240,Ellis Elementary,Ellis,ES, , ,766272.999989000032656,2940560.000000000000000,,,,,,,,,,,,0.026698804439006,0.000054870449391
219,3,219,560,42.354810000000001,-71.074809999999999,0,400.000000000000000,366,110,219,,,151 Commonwealth Avenue,,,,,,,,,,,,00350724,Commonwealth School,Boston,BOSTON,MA,02116,William Wharton,617-266-7525,--,"9,10,11,12",PRI,0.026709436278008,0.000054906119085
220,2,220,562,42.293660000000003,-71.062089999999998,0,400.000000000000000,367,49,220,69,Ohearn Bldg,1669 Dorchester Avenue,Dorchester,02122,4391,4391,Henderson Lower (K0-1),Henderson Lower (K0-1),K-12, , ,774609.999996999977157,2932449.999989999923855,00350729,Epiphany School,Dorchester,BOSTON,MA,02124,John Finley,617-326-0425,617-326-0424,"5,6,7,8",PRI,0.026693770694459,0.000054853559985
221,1,221,563,42.343600000000002,-71.091130000000007,0,400.000000000000000,368,82,221,116,Health Careers Academy,110 The Fenway,Boston,02115,1440,1440,Kennedy Health Careers Academy (11-12),Kennedy HCA (11-12),HS, , ,766597.244949999963865,2949717.523140000179410,,,,,,,,,,,,0.026706560806309,0.000054896472624
222,3,222,564,42.312399999999997,-71.101640000000003,0,400.000000000000000,369,75,222,107,Hernandez Bldg,61 School Street,Roxbury,02119,4053,4053,Hernandez K-8,Hernandez K-8,K-8, , ,764862.999988000025041,2939680.000000000000000,00350785,Neighborhood School,Jamaica Plain,BOSTON,MA,02130,Tricia Morrow,617-522-0880,--,"PK,K,1,2,3,4,5,6",PRI,0.026698566241127,0.000054869650902
223,0,223,565,42.369790000000002,-71.025549999999996,0,400.000000000000000,370,,223,,,,,,,,,,,,,,,,,,,,,,,,,,0.026713281838598,0.000054919019521
224,1,224,568,42.278070000000000,-71.123609999999999,0,400.000000000000000,373,120,224,,,1035 Canterbury,,,,,,,,,,,,8060,Sacred Heart Elementary,Roslindale,BOSTON,MA,02131,Monica Haldiman,617-323-2500,617-325-7151,"PK,K,1,2,3,4,5,6,7,8",PRI,0.026689785509760,0.000054840187651
225,0,225,569,42.312700000000000,-71.068430000000006,0,400.000000000000000,374,,225,,,,,,,,,,,,,,,,,,,,,,,,,,0.026698642876080,0.000054869907267
226,0,226,573,42.359870000000001,-71.057040000000001,0,400.000000000000000,376,,226,,,,,,,,,,,,,,,,,,,,,,,,,,0.026710734847861,0.000054910475200
227,0,227,576,42.341650000000001,-71.148529999999994,0,400.000000000000000,378,,227,,,,,,,,,,,,,,,,,,,,,,,,,,0.026706060829263,0.000054894795382
228,4,228,577,42.320010000000003,-71.059690000000003,0,400.000000000000000,379,23,228,33,Clap Bldg,35 Harvest Street,Dorchester,02125,4531,4531,Clap Elementary,Clap,ES, , ,775644.999997999984771,2943100.000000000000000,5500,Boston Collegiate Charter School (Middle and High School),Dorchester,BOSTON,MA,02125,Tobey Jackson,617-265-1172,617-265-1176,"5,6,7,8,9,10,11,12",CHA,0.026700514717301,0.000054876187773
229,3,229,579,42.316369999999999,-71.082899999999995,0,400.000000000000000,380,39,229,53,Blue Hill Ave Eec Bldg,263 Blue Hill Ave,Roxbury,02119,4460,4460,Haynes EEC,Haynes EEC,ELC, , ,770048.999992999946699,2940080.000000000000000,5541,Bridge Boston Charter School,Roxbury,BOSTON,MA,02119,Jennifer Daly,857-229-1601,617-674-0861," K, 1, 2, 3, 4",CHA,0.026699582906381,0.000054873061465
230,1,230,583,42.342750000000002,-71.103260000000006,0,400.000000000000000,383,85,230,119,Mckinley Peterborough Bldg,97 Peterborough Street,Boston,02215,1293,1293,McKinley Prep High Sch,McKinley Prep HS,Special, , ,764504.051411999971606,2950429.159659999888390,,,,,,,,,,,,0.026706342489824,0.000054895740113
231,1,231,585,42.321019999999997,-71.116569999999996,0,400.000000000000000,384,87,231,121,"Curley, J.  Bldg",40 Pershing Road,Jamaica Plain,02130,4272,4272,Curley K-8 (Lower),Curley K-8 (Lower),K-8, , ,760501.000016000005417,2941390.000000000000000,,,,,,,,,,,,0.026700773619348,0.000054877056683
232,1,232,586,42.318590000000000,-71.063509999999994,0,400.000000000000000,385,28,232,39,Russell Bldg,750 Columbia Road,Dorchester,02125,4530,4530,Russell Elementary,Russell,ES, , ,775282.999997999984771,2942080.000000000000000,,,,,,,,,,,,0.026700151148647,0.000054874968057
233,1,233,588,42.341470000000001,-71.086510000000004,0,400.000000000000000,386,33,233,45,Carter Center Bldg,396 Northampton Street,Roxbury,02118,4261,4261,Carter Center,Carter Center,Special, , ,768677.999992000055499,2949400.000010000076145,,,,,,,,,,,,0.026706014569925,0.000054894640061
234,1,234,589,42.280360000000002,-71.054730000000006,0,400.000000000000000,387,140,234,,,29 Rita Rd,,,,,,,,,,,,8070,St Brendan Elementary,Dorchester,BOSTON,MA,02124,Ida Ring,617-282-3388,--,"K,1,2,3,4,5,6,7,8",PRI,0.026690371141103,0.000054842153225
235,1,235,594,42.344470000000001,-71.063940000000002,0,400.000000000000000,390,16,235,22,Boston HS Bldg,885 Washington Street,Boston,02111,4650,4650,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,773779.124763999949209,2952129.104590000119060,,,,,,,,,,,,0.026706783578410,0.000054897220117
236,2,236,596,42.342030000000001,-71.087329999999994,0,400.000000000000000,391,33,236,45,Carter Center Bldg,396 Northampton Street,Roxbury,02118,4261,4261,Carter Center,Carter Center,Special, , ,768677.999992000055499,2949400.000010000076145,,,,,,,,,,,,0.026706157984646,0.000054895121185
237,0,237,597,42.295630000000003,-71.157640000000001,0,400.000000000000000,392,,237,,,,,,,,,,,,,,,,,,,,,,,,,,0.026694274686603,0.000054855251202
238,0,238,599,42.293379999999999,-71.162549999999996,0,400.000000000000000,394,,238,,,,,,,,,,,,,,,,,,,,,,,,,,0.026693699364722,0.000054853320456
239,2,239,600,42.356020000000001,-71.069410000000005,0,400.000000000000000,395,100,239,,,15 Brimmer Street,,,,,,,,,,,,00350702,The Advent School,Boston,BOSTON,MA,02108,Nicole A. DuFauchard,617-742-0520,--,"K,1,2,3,4,5,6",PRI,0.026709746781610,0.000054907160541
240,1,240,608,42.314120000000003,-71.046869999999998,0,400.000000000000000,401,149,240,,,150 Morrissey Blvd,,,,,,,,,,,,8023,Boston College High,Dorchester,BOSTON,MA,02125,Stephen Hughes,617-474-5010,617-474-5015,"9,10,11,12",PRI,0.026699006704367,0.000054871128074
241,0,241,609,42.337670000000003,-71.149839999999998,0,400.000000000000000,402,,241,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705039716828,0.000054891368953
242,2,242,613,42.344299999999997,-71.074489999999997,0,400.000000000000000,403,18,242,26,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1291,1291,McKinley Elementary,McKinley Elem,Special,Shared, ,771460.937914000009187,2950801.811980000231415,,,,,,,,,,,,0.026706740425070,0.000054897075381
243,2,243,614,42.273260000000001,-71.064099999999996,0,400.000000000000000,404,103,243,,,2200 Dorchester Avenue,,,,,,,,,,,,8081,Pope John Paul II Academy (Lower MIlls),Dorchester,BOSTON,MA,02124,George Milot,617-265-0019,--,"PK,K,1,2,3,4,5,6,7,8",PRI,0.026688556587541,0.000054836063862
244,1,244,616,42.336489999999998,-71.076989999999995,0,400.000000000000000,405,20,244,27,Hurley Bldg,70 Worcester Street,Boston,02118,4260,4260,Hurley K-8,Hurley K-8,K-8, , ,770330.236568999942392,2948751.748840000014752,,,,,,,,,,,,0.026704737583469,0.000054890355779
245,2,245,620,42.331049999999998,-71.080889999999997,0,400.000000000000000,407,29,245,42,Orchard Gardens K-8,906 Albany Street,Roxbury,02119,4680,4680,Orchard Gardens K-8,Orchard Gardens K-8,K-8, , ,770299.999992999946699,2945660.000000000000000,5101,City On A Hill Charter Public School - Dudley Square,Roxbury,BOSTON,MA,02119,Sonya Pratt,617-516-5888,617-445-9153,"9,10,11,12",CHA,0.026703343344680,0.000054885678358
246,0,246,622,42.272900000000000,-71.143709999999999,0,400.000000000000000,409,,246,,,,,,,,,,,,,,,,,,,,,,,,,,0.026688464407072,0.000054835754336
247,2,247,623,42.346100000000000,-71.152450000000002,0,400.000000000000000,410,100,247,137,Winship Bldg,54 Dighton Street,Brighton,02135,4173,4173,Winship Elementary,Winship,ES, , ,749335.000006000045687,2951880.000010000076145,00350811,Shaloh House Jewish Day School,Brighton,BOSTON,MA,02135,Don Rodkin,617-787-2200,617-787-4693,"PK,K,1,2,3,4",PRI,0.026707201750144,0.000054898622514
248,1,248,626,42.349290000000003,-71.100589999999997,0,400.000000000000000,413,88,248,,,"650 Beacon St , 3rd Floor",,,,,,,,,,,,05230001,EDCO Collaborative - EDCO YOUTH ALT,Boston,BOSTON,MA,02215, ,617-262-9562,617-262-0098, ,COP,0.026708020154596,0.000054901368532
249,1,249,627,42.304169999999999,-71.082380000000001,0,400.000000000000000,414,112,249,150,Burke High School Bldg,60 Washington Street,Dorchester,02121,1120,1120,Burke High,Burke HS,HS, , ,769337.072735999943689,2937107.129000000189990,,,,,,,,,,,,0.026696459647857,0.000054862582466
250,1,250,628,42.334780000000002,-71.084590000000006,0,400.000000000000000,415,168,250,,,2179 Washington Street,,,,,,,,,,,,5101,City On A Hill Charter Public School - Dudley Square,Roxbury,BOSTON,MA,02119,Sonya Pratt,617-516-5888,617-445-9153,"9,10,11,12",CHA,0.026704299270589,0.000054888885335
251,0,251,629,42.324919999999999,-71.098330000000004,0,400.000000000000000,416,,251,,,,,,,,,,,,,,,,,,,,,,,,,,0.026701772757942,0.000054880409021
252,2,252,631,42.329259999999998,-71.110929999999996,0,400.000000000000000,418,133,252,,,53 Parker Hill Ave,,,,,,,,,,,,00350768,Manville School,Boston,BOSTON,MA,02120,Hanna Savransky,617-232-8390,617-232-8399,"1,2,3,4,5,6,7,8,9,10,11",SPE,0.026702884492170,0.000054884138787
253,1,253,633,42.291429999999998,-71.057190000000006,0,400.000000000000000,419,98,253,,,21 Queen Street,,,,,,,,,,,,5700,Neighborhood House Charter School,Dorchester,BOSTON,MA,02122,Kevin Andrews,617-825-0703,617-825-1829,"PK,K,1,2,3,4,5,6,7,8",CHA,0.026693200654491,0.000054851647110
254,4,254,634,42.334009999999999,-71.048770000000005,0,400.000000000000000,420,24,254,35,Perkins Bldg,50 Burke Street,South Boston,02127,4022,4022,Perkins Elementary,Perkins,ES, , ,777698.336800000048243,2946078.062080000061542, ,Julie's Family Learning Program,South Boston,BOSTON,MA,02127,Robert Monahan,617-269-6663,--,"PK, K",PRI,0.026704102002671,0.000054888223473
255,2,255,636,42.276110000000003,-71.093509999999995,0,400.000000000000000,421,56,255,77,Mildred Avenue Bldg,5 Mildred Avenue,Mattapan,02126,4671,4671,Mildred Avenue K-8,Mildred Ave K-8,K-8, , ,767008.111766000045463,2926141.952399999834597,5481,KIPP Academy Boston,Mattapan,BOSTON,MA,02126,Emily Hepler,617-238-7300,617-652-7461,"K,1,2,3,4,5,6,7,8",CHA,0.026689284988754,0.000054838508775
256,1,256,644,42.329050000000002,-71.075019999999995,0,400.000000000000000,425,29,256,42,Orchard Gardens K-8,906 Albany Street,Roxbury,02119,4680,4680,Orchard Gardens K-8,Orchard Gardens K-8,K-8, , ,770299.999992999946699,2945660.000000000000000,,,,,,,,,,,,0.026702830442490,0.000054883957018
257,1,257,645,42.307600000000001,-71.089070000000007,0,400.000000000000000,426,125,257,,,515 Blue Hill Avenue,,,,,,,,,,,,00350778,Mother Caroline Academy,Dorchester,BOSTON,MA,02121,Frances Butler,617-427-1177,617-427-7788,"5,6,7,8",PRI,0.026697337731202,0.000054865528555
258,1,258,647,42.342399999999998,-71.140429999999995,0,400.000000000000000,427,103,258,141,Baldwin Bldg,121 Corey Road,Brighton,02135,4621,4621,Baldwin ELPA,Baldwin ELPA,ELC, , ,753354.609161000000313,2949869.275559999980032,,,,,,,,,,,,0.026706253107931,0.000054895440260
259,2,259,648,42.340820000000001,-71.067790000000002,0,400.000000000000000,428,21,259,28,Blackstone Bldg,380 Shawmut Avenue,Boston,02118,4640,4640,Blackstone Elementary,Blackstone,ES, , ,771753.999993999954313,2949480.000010000076145,8027,Cathedral High,Boston,BOSTON,MA,02118,Christol Murch,617-542-2325,617-542-1745,"9,10,11,12",PRI,0.026705847800715,0.000054894080784
260,3,260,650,42.372909999999997,-71.035280000000000,0,400.000000000000000,429,3,260,4,Otis Bldg,218 Marion Street,East Boston,02128,4322,4322,Otis Elementary,Otis,ES, , ,782112.823908000020310,2962122.057330000214279,,,,,,,,,,,,0.026714083063281,0.000054921707032
261,3,261,654,42.309579999999997,-71.073149999999998,0,400.000000000000000,431,44,261,58,King Bldg,77 Lawrence Avenue,Dorchester,02121,4055,4055,King K-8,King K-8,K-8, , ,770797.393081999965943,2938747.290080000180751,5302,Roxbury Prep - Dorchester,Dorchester,BOSTON,MA,02121,Dana Lehman,617-858-2300,617-275-5760,"6,7,8",CHA,0.026697844230813,0.000054867227574
262,2,262,656,42.339619999999996,-71.072500000000005,0,400.000000000000000,433,21,262,28,Blackstone Bldg,380 Shawmut Avenue,Boston,02118,4640,4640,Blackstone Elementary,Blackstone,ES, , ,771753.999993999954313,2949480.000010000076145,8027,Cathedral High,Boston,BOSTON,MA,02118,Christol Murch,617-542-2325,617-542-1745,"9,10,11,12",PRI,0.026705540044136,0.000054893048120
263,3,263,658,42.350859999999997,-71.082750000000004,0,400.000000000000000,434,17,263,24,Snowden Hs Bldg,150 Newbury Street,Boston,02116,1200,1200,Snowden International,Snowden HS,HS, , ,770246.740985000040382,2953058.869739999994636,00350794,The Newman School,Boston,BOSTON,MA,02116,John Colahan,617-267-4530,617-267-7070,"9,10,11,12",PRI,0.026708422762652,0.000054902719008
264,1,264,660,42.320729999999998,-71.081710000000001,0,400.000000000000000,436,38,264,51,Lewis Bldg,131 Walnut Avenue,Roxbury,02119,4242,4242,Higginson/Lewis (3-8),Higginson/Lewis (3-8),K-8, , ,768044.999991000047885,2942250.000000000000000,,,,,,,,,,,,0.026700699519436,0.000054876808731
265,0,265,662,42.340699999999998,-71.048609999999996,0,400.000000000000000,437,,265,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705817061644,0.000054893977589
266,1,266,667,42.326689999999999,-71.071479999999994,0,400.000000000000000,440,22,266,31,Mason Bldg,150 Norfolk Avenue,Roxbury,02119,4121,4121,Mason Elementary,Mason,ES, , ,772085.999994999961928,2944190.000000000000000,,,,,,,,,,,,0.026702226147617,0.000054881929910
267,0,267,670,42.340310000000002,-71.063869999999994,0,400.000000000000000,441,,267,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705716690441,0.000054893640425
268,0,268,673,42.342599999999997,-71.153850000000006,0,400.000000000000000,443,,268,,,,,,,,,,,,,,,,,,,,,,,,,,0.026706304158979,0.000054895611643
269,3,269,675,42.323390000000003,-71.089600000000004,0,400.000000000000000,444,37,269,50,Hale Bldg,51 Cedar Street,Roxbury,02119,4113,4113,Hale Elementary,Hale,ES, , ,766757.515094000031240,2943920.266720000188798,5100,City On A Hill Charter Public School - Circuit Street,Roxbury,BOSTON,MA,02119,Cristin Berry,617-445-1515,617-445-9153,"9,10,11,12",CHA,0.026701380905477,0.000054879094445
270,3,270,676,42.326749999999997,-71.111279999999994,0,400.000000000000000,445,79,270,111,Hennigan Bldg,200 Heath Street,Jamaica Plain,02130,4231,4231,West Zone ELC,West Zone ELC,ELC,Shared, ,762457.929921000031754,2944171.218520000111312,00350791,The Knight Children's Center,Jamaica Plain,BOSTON,MA,02130,Pamela M Nolan,617-264-5349,617-232-7925,"2,3,4,5,6,7,8,9",SPE,0.026702241782061,0.000054881982469
271,1,271,677,42.319569999999999,-71.098360000000000,0,400.000000000000000,446,118,271,,,39 Lamartine Street,,,,,,,,,,,,8588,Nativity Prep School,Jamaica Plain,BOSTON,MA,02130-0947,Dan Roy,857-728-0031,857-728-0037,"5,6,7,8",PRI,0.026700402260951,0.000054875810748
272,0,272,680,42.357160000000000,-71.152979999999999,0,400.000000000000000,449,,272,,,,,,,,,,,,,,,,,,,,,,,,,,0.026710039642469,0.000054908143424
273,0,273,681,42.333570000000002,-71.073409999999996,0,400.000000000000000,450,,273,,,,,,,,,,,,,,,,,,,,,,,,,,0.026703989508058,0.000054887846399
274,0,274,684,42.340919999999997,-71.150409999999994,0,400.000000000000000,452,,274,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705873212376,0.000054894165568
275,0,275,686,42.341110000000000,-71.056349999999995,0,400.000000000000000,453,,275,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705922264611,0.000054894330386
276,5,276,688,42.351120000000002,-71.080280000000002,0,400.000000000000000,454,17,276,24,Snowden Hs Bldg,150 Newbury Street,Boston,02116,1200,1200,Snowden International,Snowden HS,HS, , ,770246.740985000040382,2953058.869739999994636,00350724,Commonwealth School,Boston,BOSTON,MA,02116,William Wharton,617-266-7525,--,"9,10,11,12",PRI,0.026708489606095,0.000054902943341
277,1,277,690,42.349930000000001,-71.092870000000005,0,400.000000000000000,456,88,277,,,"650 Beacon St , 3rd Floor",,,,,,,,,,,,05230001,EDCO Collaborative - EDCO YOUTH ALT,Boston,BOSTON,MA,02215, ,617-262-9562,617-262-0098, ,COP,0.026708184392380,0.000054901919104
278,1,278,693,42.330329999999996,-71.044110000000003,0,400.000000000000000,457,25,278,36,South Boston Ed. Bldg,95 G Street,South Boston,02127,1162,1162,Excel High,Excel HS,HS, ,S. Boston EC,779223.039424999966286,2946651.009279999881983,,,,,,,,,,,,0.026703158974683,0.000054885060143
279,2,279,698,42.350369999999998,-71.109549999999999,0,400.000000000000000,458,86,279,120,Mckinley St Mary'S St Bldg,50 St. Mary Street,Boston,02215,1292,1292,McKinley Middle,McKinley MS,Special, , ,762468.913617999991402,2952063.254060000181198,00350813,Boston University Academy,Boston,BOSTON,MA,02215,James Berkman,617-353-9000,617-353-8999,"9,10,11,12",PRI,0.026708296942471,0.000054902296759
280,2,280,699,42.346620000000001,-71.064589999999995,0,400.000000000000000,459,16,280,22,Boston HS Bldg,885 Washington Street,Boston,02111,4650,4650,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,773779.124763999949209,2952129.104590000119060,,,,,,,,,,,,0.026707335083148,0.000054899069950
281,0,281,701,42.344119999999997,-71.104200000000006,0,400.000000000000000,461,,281,,,,,,,,,,,,,,,,,,,,,,,,,,0.026706694089748,0.000054896919856
282,1,282,702,42.355629999999998,-71.153580000000005,0,400.000000000000000,462,122,282,,,25 Arlington Street,,,,,,,,,,,,8077,St Columbkille Elem,Brighton,BOSTON,MA,02135,Mary Battles,617-254-3110,617-254-3161,"PK,K,1,2,3,4,5,6,7,8",PRI,0.026709646571883,0.000054906824556
283,4,283,705,42.331780000000002,-71.097160000000002,0,400.000000000000000,464,80,283,113,Tobin Bldg,40 Smith Street,Roxbury,02120,4570,4570,Tobin K-8,Tobin K-8,K-8, , ,764784.166036000009626,2946633.151519999839365, ,Mission Grammar School,Roxbury,BOSTON,MA,02120,Aliece Dutson,617-442-2660,--,"K,1,2,3,4,5,6,7,8",PRI,0.026703530562867,0.000054886306397
284,1,284,707,42.319560000000003,-71.070670000000007,0,400.000000000000000,465,123,284,30,Emerson Building,6 Shirley St,Roxbury,02119,4123,4123,Dudley Street Neighborhood Charter School,Dudley St NCS,ES, , ,771541.562950000050478,2942624.043620000127703,,,,,,,,,,,,0.026700399685977,0.000054875802173
285,1,285,708,42.336309999999997,-71.110029999999995,0,400.000000000000000,466,124,285,114,Farragut Building,10 Fenwood Road,Jamaica Plain,02115,1441,1441,Kennedy Health Careers Academy (9-10),Kennedy HCA (9-10),HS, , ,762545.712953999987803,2946955.351199999917299,,,,,,,,,,,,0.026704691442793,0.000054890200755
286,1,286,712,42.324390000000001,-71.114660000000001,0,400.000000000000000,468,155,286,,,161 South Huntington Ave,,,,,,,,,,,,00350791,The Knight Children's Center,Jamaica Plain,BOSTON,MA,02130,Pamela M Nolan,617-264-5349,617-232-7925,"2,3,4,5,6,7,8,9",SPE,0.026701636719690,0.000054879952645
287,1,287,715,42.339599999999997,-71.049930000000003,0,400.000000000000000,469,115,287,156,Condon Bldg,200 D Street,South Boston,02127,4630,4630,Condon K-8,Condon K-8,K-8, , ,777250.000000000000000,2948520.000010000076145,,,,,,,,,,,,0.026705534971990,0.000054893031231
288,2,288,717,42.252220000000001,-71.130949999999999,0,400.000000000000000,470,69,288,98,Channing Bldg,35 Sunnyside Street,Hyde Park,02136,4201,4201,Channing Elementary,Channing,ES, , ,755440.046858999994583,2916930.688870000187308,5400,Boston Renaissance Charter Public School,Hyde Park,BOSTON,MA,02136,Roger Harris,617-357-0900,617-338-2647,"K,1,2,3,4,5,6",CHA,0.026683184839919,0.000054818038019
289,0,289,718,42.363199999999999,-71.129750000000001,0,400.000000000000000,471,,289,,,,,,,,,,,,,,,,,,,,,,,,,,0.026711589799934,0.000054913343212
290,0,290,720,42.346480000000000,-71.090829999999997,0,400.000000000000000,473,,290,,,,,,,,,,,,,,,,,,,,,,,,,,0.026707299186144,0.000054898949618
291,1,291,721,42.349660000000000,-71.103639999999999,0,400.000000000000000,474,86,291,120,Mckinley St Mary'S St Bldg,50 St. Mary Street,Boston,02215,1292,1292,McKinley Middle,McKinley MS,Special, , ,762468.913617999991402,2952063.254060000181198,,,,,,,,,,,,0.026708114949379,0.000054901686209
292,0,292,722,42.323650000000001,-71.052180000000007,0,400.000000000000000,475,,292,,,,,,,,,,,,,,,,,,,,,,,,,,0.026701447353218,0.000054879317335
293,0,293,723,42.351840000000003,-71.170890000000000,0,400.000000000000000,476,,293,,,,,,,,,,,,,,,,,,,,,,,,,,0.026708673922841,0.000054903561591
294,1,294,726,42.338590000000003,-71.048360000000002,0,400.000000000000000,477,115,294,156,Condon Bldg,200 D Street,South Boston,02127,4630,4630,Condon K-8,Condon K-8,K-8, , ,777250.000000000000000,2948520.000010000076145,,,,,,,,,,,,0.026705275872766,0.000054892161817
295,0,295,727,42.341369999999998,-71.047830000000005,0,400.000000000000000,478,,295,,,,,,,,,,,,,,,,,,,,,,,,,,0.026705989051641,0.000054894554398
